lemma,pos,sentiment,category,source_en,verified
spekulatywnie,ADV,negative,uncertainty,speculatively,auto
spekulatywny,ADJ,negative,uncertainty,speculative,auto
spekulować,ADJ,negative,uncertainty,speculated,auto
spekulować,VERB,negative,uncertainty,speculate;speculates,auto
spełniać,VERB,positive,positive,satisfies,auto
spełnić,ADJ,negative,negative,unfulfilled,auto
spierać,VERB,negative,negative,argue,auto
spisek,NOUN,negative,negative,conspiracy;conspire;conspired,auto
spiski,NOUN,negative,negative,conspiracies;conspires,auto
spiskować,NOUN,negative,negative,conspiring,auto
spiskowiec,NOUN,negative,negative,conspirators,auto
spiąć,ADJ,negative,negative,tense,auto
spodziewać,ADJ,negative,negative,unsuspected,auto
sporadycznie,ADV,negative,negative,intermittently;sporadically,auto
sporadyczny,ADJ,negative,uncertainty,sporadic,auto
sporność,NOUN,negative,litigious,litigiousness,auto
sporny,ADJ,negative,negative,disputed;contentious;litigated;litigious,auto
spowiedź,NOUN,negative,negative,confessing,auto
spowolnienie,NOUN,negative,negative,downturn;slowdown;slowdowns;slowing,auto
sprawca,NOUN,negative,negative,offender,auto
sprawdzić,ADJ,negative,uncertainty,unproven;untested,auto
sprawiedliwość,NOUN,negative,litigious,justice,auto
sprawnie,ADV,positive,positive,proficiently,auto
sprawozdawczość,NOUN,negative,negative,underreporting,auto
sprawstwo,NOUN,negative,negative,perpetration,auto
sprostować,NOUN,negative,litigious,rectification;rectifications,auto
sprowokować,ADJ,negative,negative,provoked,auto
sprzeciw,NOUN,negative,negative,dissent;objecting;objection;demurrer;demurrers,auto
sprzeciwiać,VERB,negative,negative,oppose;opposes,auto
sprzeciwić,VERB,negative,negative,dissented;objected,auto
sprzeczność,NOUN,negative,negative,contradict;contradicting;contradiction;contradictions,auto
sprzeczny,ADJ,negative,negative,conflicting;contradicted;contradictory,auto
sprzedawca,NOUN,negative,litigious,vendee;vendees,auto
sprzeniewierzać,VERB,negative,negative,misappropriates,auto
sprzeniewierzenie,NOUN,negative,negative,misappropriations,auto
sprzyjać,ADJ,positive,positive,conducive,auto
sprzyjać,VERB,negative,negative,disfavors,auto
spór,NOUN,negative,negative,dispute;disputes;disputing;contending;contention;contentions;litigate;litigates;litigating;litigation;litigations,auto
stabilizacja,NOUN,positive,positive,stabilization,auto
stabilizacć,NOUN,positive,positive,stabilizations,auto
stabilizować,ADJ,negative,negative,unstabilized;stabilizing,auto
stabilizować,VERB,positive,positive,stabilizes,auto
stabilność,NOUN,positive,positive,stability,auto
stabilny,ADJ,positive,positive,stable,auto
stagnacja,NOUN,negative,negative,stagnate;stagnated;stagnating;stagnation,auto
stagnować,VERB,negative,negative,stagnates,auto
standardu,NOUN,negative,negative,substandard,auto
stanowić,ADJ,negative,constraining,stipulating,auto
stanowić,NOUN,negative,litigious,lawmaking;legislating,auto
statut,NOUN,negative,litigious,statute;statutes,auto
stosować,VERB,negative,negative,misapplies,auto
strach,NOUN,negative,negative,fear,auto
strata,NOUN,negative,negative,loss;losses,manual
stres,NOUN,negative,negative,stress,auto
stresować,ADJ,negative,negative,stressful,auto
stwierdzenie,NOUN,negative,negative,misstate;misstates;misstating,auto
stąd,ADV,negative,litigious,herefrom;thence,auto
subdocket,NOUN,negative,litigious,subdocket,auto
sublicencjobiorca,NOUN,negative,litigious,sublicensee,auto
sublicencjodawca,NOUN,negative,litigious,sublicensor,auto
subrogacja,NOUN,negative,litigious,subrogation,auto
subrogować,ADJ,negative,litigious,subrogated,auto
subtrust,NOUN,negative,litigious,subtrust,auto
subtrusta,NOUN,negative,litigious,subtrusts,auto
sufler,NOUN,negative,negative,suffers,auto
sugerować,ADJ,negative,uncertainty,suggested,auto
sugerować,NOUN,negative,uncertainty,suggesting,auto
sugerować,VERB,negative,uncertainty,suggest,auto
sugestia,NOUN,negative,uncertainty,suggests,auto
sukces,NOUN,positive,positive,succeed;succeeds;success;successes,auto
sumienny,ADJ,positive,positive,diligent,auto
supersedeas,NOUN,negative,litigious,supersedeas,auto
surowo,ADV,negative,negative,harshly,auto
surowość,NOUN,negative,negative,harshness,auto
surowy,ADJ,negative,constraining,harsh;strict;strictest,auto
susza,NOUN,negative,negative,droughts,auto
suszać,NOUN,negative,negative,drought,auto
sygnalista,NOUN,negative,litigious,whistleblowers,auto
szczep,NOUN,negative,negative,strains,auto
szczęście,NOUN,positive,positive,happiness,auto
szczęśliwie,ADV,positive,positive,happily,auto
szczęśliwy,ADJ,positive,positive,happiest;happy,auto
szklistość,NOUN,negative,negative,vitiation,auto
szkoda,NOUN,negative,negative,damages;detriments;harms,auto
szkoda,VERB,negative,negative,detriment,auto
szkodliwie,ADV,negative,negative,detrimentally;harmfully,auto
szkodliwy,ADJ,negative,negative,damaging;deleterious;detrimental;harmful;injurious;prejudicial,auto
szkodzić,VERB,negative,negative,vitiate,auto
sztucznie,ADV,negative,negative,artificially,auto
sąd,NOUN,negative,litigious,court;courts;judiciaries,auto
sądownictwo,NOUN,negative,litigious,judiciary,auto
sądownie,ADV,negative,litigious,judicially,auto
sądowy,ADJ,negative,litigious,judicial,auto
sędzia,NOUN,negative,litigious,adjudicators;justices,auto
słabnie,ADV,negative,negative,weakens,auto
słabo,ADV,negative,negative,poorly;weakly,auto
słabość,NOUN,negative,negative,weakness;weaknesses,auto
słabszyć,ADJ,negative,negative,weaker,auto
słaby,ADJ,negative,negative,lackluster;weak;weakest,auto
tajemnic,NOUN,negative,negative,secrecy,auto
tam,ADV,negative,litigious,thereat;therein,auto
terminus,NOUN,negative,litigious,terminus,auto
testamentowy,ADJ,negative,litigious,testamentary,auto
tok,NOUN,negative,uncertainty,pending,auto
tolerancja,NOUN,negative,negative,toleration,auto
tolerować,ADJ,negative,negative,tolerated,auto
tolerować,NOUN,negative,negative,tolerating,auto
tolerować,VERB,negative,negative,tolerate;tolerates,auto
tragedia,ADV,negative,negative,tragedies,auto
tragedia,NOUN,negative,negative,tragedy,auto
tragicznie,ADV,negative,negative,tragically,auto
tragiczny,ADJ,negative,negative,tragic,auto
transfer,NOUN,negative,litigious,transferors,auto
transport,NOUN,negative,litigious,conveyance,auto
traumatyczny,ADJ,negative,negative,traumatic,auto
trud,NOUN,negative,negative,difficultly,auto
truda,NOUN,negative,negative,hardship,auto
trudność,NOUN,negative,negative,difficulties;difficulty;hardships,auto
trudny,ADJ,negative,negative,difficult,auto
trwać,VERB,negative,negative,persisted;persistent;persisting;abiding,auto
turbulencja,NOUN,negative,negative,turbulence,auto
tutaj,ADV,negative,litigious,herefor;herein;hereon,auto
twierdzić,NOUN,negative,negative,alleging;assertions,auto
twierdzić,VERB,negative,negative,allege;contends,auto
tymczasowy,ADJ,negative,litigious,interlocutory,auto
tęsknota,NOUN,negative,negative,miss,auto
tłumić,NOUN,negative,negative,dampened,auto
tłumić,VERB,negative,negative,dampen,auto
ubezpieczyć,ADJ,negative,negative,uninsured,auto
ubezwłasnowolnić,ADJ,negative,negative,incapacitated,auto
uchybienie,NOUN,negative,negative,failings,auto
uchylać,ADJ,negative,negative,abrogating,auto
uchylać,VERB,negative,negative,abrogates;evasion,auto
uchylić,ADJ,negative,litigious,abrogated;overruled,auto
uchylić,NOUN,negative,litigious,abrogation;overruling;rescission,auto
uchylić,VERB,negative,litigious,abrogate;overrule,auto
uciekinier,NOUN,negative,negative,fugitive,auto
uciekinierzyć,VERB,negative,negative,fugitives,auto
ucierpieć,VERB,negative,negative,suffered,auto
uciążliwość,NOUN,negative,negative,nuisance;nuisances,auto
uciążliwy,ADJ,negative,negative,burdensome;cumbersome;onerous,auto
udany,ADJ,positive,positive,succeeding;successful,auto
udać,ADJ,negative,negative,failed;unsuccessful,auto
udać,VERB,positive,positive,succeeded,auto
udokumentować,ADJ,negative,negative,undocumented,auto
udoskonalić,ADJ,positive,positive,perfected,auto
udowodnić,ADJ,negative,uncertainty,unproved,auto
uhonorować,NOUN,positive,positive,honoring,auto
ujawniać,ADJ,negative,negative,disclosing,auto
ujawniać,VERB,negative,negative,disclose;discloses;divulge;divulges;divulging,auto
ujawnić,ADJ,negative,negative,disclosed;divulged;undisclosed,auto
ujednolicić,ADJ,negative,litigious,codified,auto
ukarać,ADJ,negative,negative,penalized;punished,auto
ukierunkować,ADJ,negative,negative,misdirected,auto
ukończyć,ADJ,negative,negative,uncompleted,auto
ukrywać,NOUN,negative,negative,concealing,auto
ukryć,ADJ,negative,negative,concealed;hidden,auto
ulepszenie,NOUN,positive,positive,enhancements;improvements,auto
ulepszyć,ADJ,positive,positive,improved,auto
ulubiić,NOUN,positive,positive,favorite,auto
umieścić,ADJ,negative,negative,misplaced,auto
umniejszać,VERB,negative,negative,detract,auto
umorzyć,NOUN,negative,litigious,remand,auto
umownie,ADV,negative,litigious,contractually,auto
umowny,NOUN,negative,litigious,contractible;contractual,auto
umożliwiać,ADJ,positive,positive,enabling,auto
umożliwiać,VERB,positive,positive,enables,auto
umyślny,ADJ,negative,litigious,wilful;willful,auto
uniemożliwić,ADJ,negative,constraining,prevented,auto
unieważniać,VERB,negative,negative,invalidates;nullifies;vitiates;overrules;rescinds,auto
unieważnienie,NOUN,negative,negative,annul;annulling;annulment;annulments;invalidating;invalidation;nullification;nullifications;nullifying;voiding;rescind;rescinding;rescissions,auto
unieważnić,ADJ,negative,negative,annulled;invalidated;nullified;overturned;voided;rescinded,auto
unieważnić,VERB,negative,negative,invalidate;nullify,auto
uniewinniać,ADJ,negative,negative,acquitting;exculpating;exculpatory;exonerating,auto
uniewinniać,VERB,negative,negative,acquits;exculpates;exonerates,auto
uniewinnić,ADJ,negative,negative,acquitted;exculpated;exonerated,auto
uniewinnić,NOUN,negative,negative,acquit;acquittal;acquittals;exculpation;exculpations;exoneration;exonerations;acquittance,auto
uniewinnić,VERB,negative,negative,exculpate;exonerate,auto
unik,NOUN,negative,negative,evade;evades;evasions,auto
unikać,NOUN,negative,negative,evading,auto
uniknić,ADJ,negative,negative,inevitable;unavoidable,auto
uniknąć,ADJ,negative,negative,evaded,auto
upadek,NOUN,negative,negative,collapse;collapsing;demise;demises;demising;fallout,auto
uporządkować,ADJ,negative,negative,disorderly,auto
upoważniać,VERB,positive,positive,empowers,auto
upośledzać,ADJ,negative,negative,impairing,auto
upośledzać,VERB,negative,negative,impairs,auto
upośledzenie,NOUN,negative,negative,impairments,auto
upośledzony,ADJ,negative,negative,disadvantaged,auto
uprawnienie,NOUN,negative,constraining,empower;permissions,auto
uprawomocnić,ADJ,negative,litigious,probated,auto
uprzedzenie,NOUN,negative,negative,prejudice;prejudices;prejudicing,auto
uprzedzić,ADJ,negative,negative,prejudiced,auto
uprzeć,VERB,positive,positive,courteous,auto
uprzywilejowany,ADJ,negative,litigious,advantaged;beneficiated,auto
upuścić,ADJ,negative,negative,dropped,auto
upływa,NOUN,negative,negative,lapse,auto
urazyć,NOUN,negative,negative,injures;injuries;injury,auto
usprawiedliwić,ADJ,negative,negative,unexcused,auto
ustabilizować,ADJ,positive,positive,stabilized,auto
ustabilizować,VERB,positive,positive,stabilize,auto
ustanowić,ADJ,negative,litigious,legislated,auto
ustawienie,NOUN,negative,constraining,preset,auto
ustawodawca,NOUN,negative,litigious,legislators;legislature,auto
ustawodawstwo,NOUN,negative,litigious,legislation,auto
ustawowo,ADV,negative,litigious,statutorily,auto
ustawowy,ADJ,negative,litigious,statutory,auto
ustać,VERB,negative,negative,ceases,auto
usterka,NOUN,negative,negative,faults,auto
usunąć,ADJ,negative,litigious,delist;remised,auto
usunąć,NOUN,negative,negative,delisting,auto
uszczuplenie,NOUN,negative,negative,depletions,auto
uszkodzić,ADJ,negative,negative,corrupted;damaged;faulted,auto
uszkodzić,NOUN,negative,negative,breakages;damage,auto
utracić,ADJ,negative,negative,forfeited;lost,auto
utrata,NOUN,negative,negative,impair;impairment,auto
utratać,NOUN,negative,negative,losing,auto
utrudniać,ADJ,negative,negative,hindering;obstructing,auto
utrudniać,NOUN,negative,negative,hampering,auto
utrudniać,VERB,negative,negative,impede;impedes,auto
utrudnienie,NOUN,negative,negative,impeding,auto
utrudniony,ADJ,negative,negative,hampered;hindered;impeded,auto
utrzymanie,NOUN,negative,negative,untenable,auto
utrzymać,ADJ,negative,negative,contended,auto
utrzymywać,ADJ,negative,negative,lingering,auto
utrzymywać,VERB,negative,negative,contend;persist;persists,auto
utylizacjać,NOUN,negative,negative,dispose,auto
uważać,ADJ,negative,uncertainty,believed,auto
uwięzić,ADJ,negative,negative,incarcerated;incarcerates,auto
uwięzić,NOUN,negative,negative,incarcerating;incarceration;incarcerations,auto
uwięzić,VERB,negative,negative,incarcerate,auto
uwłaczać,ADJ,negative,negative,derogatory,auto
uzasadnić,ADJ,negative,negative,justifiable,auto
uzgodnić,ADJ,negative,uncertainty,unreconciled,auto
uznany,ADJ,positive,positive,acclaimed,auto
uzupełnić,ADJ,negative,litigious,refiled;repledged,auto
uzurpacjać,NOUN,negative,negative,usurp;usurping;usurpation,auto
uzurpacć,NOUN,negative,negative,usurps,auto
uzurpować,ADJ,negative,negative,usurped,auto
uzyskać,ADJ,positive,positive,gained,auto
viaticalić,NOUN,negative,litigious,viatical,auto
voidable,ADV,negative,litigious,voidable,auto
wada,NOUN,negative,negative,defects;disadvantages;drawbacks;flaws,auto
wadać,VERB,negative,negative,defect;disadvantage;drawback;flaw,auto
wadliwie,ADV,negative,litigious,defectively,auto
wadliwy,ADJ,negative,negative,defective;faulty;flawed,auto
waga,NOUN,negative,negative,deadweights,auto
wahanie,NOUN,negative,uncertainty,fluctuations,auto
wahać,VERB,negative,uncertainty,fluctuate;fluctuated;fluctuates,auto
wandalizm,NOUN,negative,negative,vandalism,auto
wariacja,NOUN,negative,uncertainty,variation,auto
wariancja,NOUN,negative,uncertainty,variance;variances,auto
wariant,NOUN,negative,uncertainty,variant;variants,auto
wartościowy,ADJ,positive,positive,valuable,auto
warunki,NOUN,negative,constraining,precondition;preconditions,auto
warunkowo,ADV,negative,uncertainty,conditionally;contingently,auto
warunkowy,ADJ,negative,uncertainty,conditional;contingent,auto
wdrożyć,ADJ,negative,litigious,impleaded,auto
werdykta,NOUN,negative,negative,verdict;verdicts,auto
wezwać,ADJ,negative,negative,summoned,auto
wezwać,NOUN,negative,negative,subpoena;subpoenaed;subpoenas;summons;summonses,auto
widok,NOUN,negative,negative,overlooking;overlooks,auto
wielkość,NOUN,positive,positive,greatness,auto
wierzyć,ADJ,negative,uncertainty,believing,auto
wierzyć,VERB,negative,uncertainty,believe;believes,auto
winien,VERB,negative,negative,guilty,auto
witalizuć,ADJ,negative,negative,vitiating,auto
wkraczać,ADJ,negative,negative,encroaching,auto
wkraczać,VERB,negative,negative,encroach;encroaches,auto
wnikliwy,ADJ,positive,positive,insightful,auto
wnioskodawca,NOUN,negative,litigious,requester;requestor,auto
wolniejszyć,ADJ,negative,negative,slower,auto
wolny,ADJ,negative,negative,slowest,auto
wotum,NOUN,negative,negative,censure,auto
wplątać,ADJ,negative,negative,implicated,auto
wprowadzać,NOUN,negative,negative,misrepresentations;misrepresenting,auto
wpływowy,ADJ,positive,positive,influential,auto
wrażenie,NOUN,positive,positive,impressed,auto
wrażliwie,ADV,negative,negative,vulnerably,auto
wrażliwy,ADJ,negative,negative,vulnerable,auto
wrogość,NOUN,negative,negative,hostility,auto
wróg,NOUN,negative,negative,hostile;inimical,auto
wskazać,ADJ,negative,negative,inadvisable,auto
współoskarżenić,ADJ,negative,litigious,codefendants,auto
współoskarżony,ADJ,negative,litigious,codefendant,auto
współpraca,NOUN,positive,positive,collaborating;collaboration;collaborations,manual
współpracować,ADJ,positive,positive,collaborative,auto
współpracować,VERB,positive,positive,collaborate;collaborated;collaborates,auto
współpracownik,NOUN,positive,positive,collaborator;collaborators,auto
wstawiać,NOUN,negative,litigious,interposing,auto
wstawiać,VERB,negative,litigious,interposes,auto
wstępać,NOUN,negative,litigious,admission;admissions,auto
wstępnie,ADV,negative,uncertainty,preliminarily;tentatively,auto
wstępny,ADJ,negative,uncertainty,preliminary;tentative,auto
wstępować,ADJ,negative,litigious,ascendant;ascendants,auto
wszechobecnie,ADV,negative,negative,pervasively,auto
wszechobecność,NOUN,negative,negative,pervasiveness,auto
wszechobecny,ADJ,negative,negative,pervasive,auto
wszechstronien,VERB,positive,positive,versatile,auto
wszechstronność,NOUN,positive,positive,versatility,auto
wtargnąć,ADV,negative,negative,encroachment;intrusion,auto
wtrącony,ADJ,negative,litigious,interposed,auto
wyalienować,ADJ,negative,negative,alienated,auto
wybitny,ADJ,positive,positive,preeminent,auto
wyburzać,NOUN,negative,negative,demolishing,auto
wyburzać,VERB,negative,negative,demolishes,auto
wyburzyć,NOUN,negative,negative,demolitions,auto
wyburzyć,VERB,negative,negative,demolish,auto
wyciąć,ADJ,negative,litigious,excised,auto
wycofać,NOUN,negative,negative,clawback;recall;clawbacks,auto
wyczerpać,ADJ,negative,negative,depleted,auto
wyczerpać,NOUN,negative,negative,depletion,auto
wyczerpać,VERB,negative,negative,deplete,auto
wyczerpować,VERB,negative,negative,depletes,auto
wyczerpujący,ADJ,negative,negative,depleting,auto
wydalenie,NOUN,negative,negative,expulsion;expulsions,auto
wydawać,VERB,negative,uncertainty,seems,auto
wygasnąć,VERB,negative,negative,lapsed,auto
wygładzać,NOUN,positive,positive,smoothing,auto
wygładzać,VERB,positive,positive,smooths,auto
wyjaśnić,NOUN,negative,uncertainty,clarification;clarifications,auto
wyjątkowo,ADV,positive,positive,exceptionally,auto
wyjątkowy,ADJ,positive,positive,exceptional,auto
wykluczać,ADJ,negative,negative,precluding,auto
wykluczać,VERB,negative,negative,preclude;precludes,auto
wykluczyć,ADJ,negative,negative,debarred;delisted;forestalled;precluded,auto
wykluczyć,NOUN,negative,negative,debarment;debarments;foreclosure,auto
wykonalność,NOUN,negative,litigious,enforceability,auto
wykonalny,ADJ,negative,litigious,enforceable,auto
wykonawca,NOUN,negative,litigious,executors;executrixes,auto
wykonawcać,NOUN,negative,litigious,executor,auto
wykonawczeć,VERB,negative,litigious,executory,auto
wykonawczynić,NOUN,negative,litigious,executrix,auto
wykonać,ADJ,negative,negative,unperformed,auto
wykorzystać,ADJ,negative,negative,underutilized,auto
wykorzystać,VERB,negative,negative,exploit,auto
wykorzystywać,ADJ,negative,negative,exploited,auto
wykorzystywać,NOUN,negative,negative,exploiting,auto
wykroczenie,NOUN,negative,negative,infraction;infractions;misdemeanor;misdemeanors;wrongdoing;wrongdoings;offense,auto
wymagać,NOUN,negative,constraining,challenging;necessitating;requirements;requiring,auto
wymienić,ADJ,negative,litigious,abovementioned;aforesaid,auto
wymijać,ADJ,negative,negative,evasive,auto
wymuszać,NOUN,negative,negative,forcing,auto
wymuszać,VERB,negative,negative,coerce;coerces,auto
wymuszyć,ADJ,negative,negative,coerced;forced,auto
wymyślać,VERB,positive,positive,invent,auto
wymyślić,ADJ,positive,positive,invented,auto
wynalazca,ADJ,positive,positive,inventors,auto
wynalazcać,VERB,positive,positive,inventor,auto
wynalazek,NOUN,positive,positive,inventing;invention;inventions,auto
wyobrażalny,ADJ,negative,uncertainty,conceivable,auto
wyolbrzymienie,NOUN,negative,negative,overstatement,auto
wypadek,NOUN,negative,negative,accident;accidents,auto
wypalać,NOUN,negative,negative,firing,auto
wypierać,NOUN,negative,negative,displacing,auto
wypierać,VERB,negative,negative,displace;displaces,auto
wyprodukować,ADJ,negative,negative,underproduced,auto
wyprzedzać,VERB,negative,litigious,predecease;predeceases,auto
wyprzeć,NOUN,negative,negative,disavowal,auto
wypłacalność,NOUN,negative,negative,solvencies;solvency,auto
wyraźnie,ADV,positive,positive,distinctively,auto
wyrok,NOUN,negative,negative,convictions;sentencing;postjudgment,auto
wyrozumiać,VERB,negative,litigious,forbear;forbearing,auto
wyrozumiałość,NOUN,negative,litigious,forbearance;forbearances;forebearance,auto
wyrzec,ADJ,negative,negative,renounced,auto
wyrzucać,VERB,negative,negative,disgorges,auto
wyrzucić,ADJ,negative,negative,disgorged,auto
wyrzucić,NOUN,negative,litigious,ejectment,auto
wyróżniać,VERB,positive,positive,excels,auto
wyróżnienie,NOUN,positive,positive,distinction;honors,auto
wyróżnić,ADJ,positive,positive,honored,auto
wysięgnik,NOUN,positive,positive,boom,auto
występować,NOUN,negative,negative,incidence,auto
wytrwale,ADV,negative,negative,persistently,auto
wytrwałość,NOUN,negative,negative,persistence,auto
wytrącić,ADJ,negative,negative,precipitated,auto
wywłaszczać,ADJ,negative,litigious,expropriating;dispossessory,auto
wywłaszczyć,ADJ,negative,negative,dispossessed;expropriated,auto
wywłaszczyć,NOUN,negative,negative,dispossess;dispossessing;expropriation;expropriations;dispossession,auto
wywłaszczyć,VERB,negative,negative,expropriate,auto
wyznaczyć,ADJ,negative,uncertainty,undesignated,auto
wyznanie,NOUN,negative,negative,confession,auto
wyznawać,VERB,negative,negative,confesses,auto
wyzwanie,NOUN,negative,negative,challenge;challenges,auto
wyzyskuć,ADJ,negative,negative,exploitative,auto
wyłącznie,ADV,positive,positive,exclusively,auto
wyłączność,NOUN,positive,positive,exclusiveness;exclusivity,auto
wyłączyć,NOUN,negative,negative,disallowance;disallowances;disclaimer;shutdown;shutdowns,auto
wyśmiewać,ADJ,negative,negative,ridiculed,auto
wyśmiewać,NOUN,negative,negative,ridiculing,auto
wzbogacać,NOUN,negative,litigious,beneficiation,auto
wzmacniać,VERB,positive,positive,strengthens,auto
wzmocnić,ADJ,positive,positive,bolstered;boosted;empowered;enhanced;strengthened,auto
wzmocnić,NOUN,positive,positive,bolstering;empowering;enhance;enhancement;enhances;enhancing;strengthen;strengthening,auto
wzorowy,ADJ,positive,positive,exemplary,auto
wzrost,NOUN,positive,positive,boost;upturn,manual
wzruszalny,ADJ,negative,litigious,rebuttable,auto
wątpić,VERB,negative,negative,doubted,auto
wątpliwie,ADV,negative,negative,questionably,auto
wątpliwość,NOUN,negative,negative,doubt;doubts,auto
wątpliwy,ADJ,negative,negative,doubtful;questionable,auto
właściciel,NOUN,negative,litigious,patentee,auto
włóczęgać,VERB,negative,uncertainty,vaguer,auto
włączyć,ADJ,positive,positive,enabled,auto
włączyć,VERB,positive,positive,enable,auto
zaalarmować,ADJ,negative,negative,alerted,auto
zaangażować,ADJ,negative,constraining,committed,auto
zaatakować,ADJ,negative,negative,assaulted,auto
zaawansować,ADJ,positive,positive,progressed,auto
zabezpieczyć,ADJ,negative,uncertainty,unhedged,auto
zablokować,ADJ,negative,negative,mothballed;obstructed,auto
zabrać,VERB,negative,negative,forbids,auto
zabronić,ADJ,negative,constraining,forbidden;forbade;prohibited,auto
zabronić,VERB,negative,negative,forbid,auto
zachwycająco,ADV,positive,positive,delightfully,auto
zachwycać,ADJ,positive,positive,delightful;delighting,auto
zachwycić,ADJ,positive,positive,delighted,auto
zachęcać,ADJ,positive,positive,encouraged;encouraging,auto
zachęcać,VERB,positive,positive,encourages,auto
zachętać,ADJ,positive,positive,encouragement,auto
zadać,ADJ,negative,negative,inflicted,auto
zadeklarować,ADJ,negative,constraining,pledged,auto
zadekretować,ADJ,negative,litigious,decreed,auto
zadokować,ADJ,negative,litigious,docketed,auto
zadowalająco,ADV,positive,positive,satisfactorily,auto
zadowalać,ADJ,negative,negative,unsatisfactory;satisfactory,auto
zadowolony,ADJ,positive,positive,pleased;satisfied,auto
zadośćuczynienie,NOUN,negative,negative,redress;redresses;redressing;reparation,auto
zadłużyć,ADJ,negative,constraining,indebted,auto
zafałszować,ADJ,negative,negative,adulterated,auto
zafałszować,NOUN,negative,negative,adulterations,auto
zagrażać,ADJ,negative,negative,endangering,auto
zagrozić,ADJ,negative,negative,endangered;jeopardized;nonperforming;threatened,auto
zagrozić,VERB,negative,negative,jeopardize,auto
zagrożenie,NOUN,negative,negative,endanger;endangerment;endangers;hazard;hazards;threat;threatens;threats;risks,auto
zahamować,ADJ,negative,negative,inhibited,auto
zainteresowany,ADJ,negative,negative,concerned,auto
zajmować,VERB,negative,negative,seizes,auto
zająć,ADJ,negative,negative,seized,auto
zająć,NOUN,negative,negative,seizing,auto
zakaz,NOUN,negative,constraining,prohibition,auto
zakazać,ADJ,negative,negative,barred,auto
zakazać,VERB,negative,constraining,prohibit,auto
zakazywać,ADJ,negative,constraining,forbidding;prohibiting;prohibitory,auto
zakazywać,VERB,negative,constraining,prohibits,auto
zakazyć,NOUN,negative,constraining,bans;prohibitions,auto
zakleszczenie,NOUN,negative,negative,deadlocks,auto
zakontraktować,ADJ,negative,litigious,contracted,auto
zakorzenić,ADJ,negative,constraining,entrenched,auto
zakończyć,ADJ,negative,litigious,terminated;terminable,auto
zakończyć,VERB,negative,negative,terminate,auto
zakwestionować,ADJ,negative,negative,challenged,auto
zakładalny,ADJ,negative,litigious,assumable,auto
zakłopotany,ADJ,negative,negative,embarrassed,auto
zakłócać,ADJ,negative,negative,disrupting,auto
zakłócać,NOUN,negative,negative,disrupts,auto
zakłócać,VERB,negative,negative,disrupt,auto
zakłócić,ADJ,negative,negative,disrupted;disturbed;interfered,auto
zakłócić,NOUN,negative,negative,disruption;disruptions;distortions;disturbance;disturbances;interferences,auto
zalec,VERB,negative,negative,overdue,auto
zalegalizować,ADJ,negative,litigious,legalized,auto
zalegalizować,VERB,negative,litigious,legalize,auto
zaległość,NOUN,negative,negative,arrearage;arrearages;arrears;delinquencies,auto
zalesić,ADJ,negative,litigious,aforestated,auto
zamieszać,NOUN,negative,negative,confusion;turmoil,auto
zamknięcie,NOUN,negative,negative,closeout;closeouts;closing;closings;closure;closures;confinement;shut;shuts;shutting;postclosing;postclosure,auto
zamknięty,ADJ,negative,negative,closed;foreclosed,auto
zamknąć,VERB,negative,negative,foreclose,auto
zamykać,VERB,negative,negative,forecloses,auto
zaniechać,NOUN,negative,negative,abandonments;omissions,auto
zaniechać,VERB,negative,litigious,omission;desist,auto
zanieczyścić,ADJ,negative,negative,vitiated,auto
zaniedbanie,ADV,negative,negative,dereliction;neglect;neglecting;negligence;negligent,auto
zaniedbanie,NOUN,negative,negative,neglects;negligences,auto
zaniedbany,ADJ,negative,negative,neglected,auto
zaniżać,VERB,negative,negative,understates;understating,auto
zaniżyć,ADJ,negative,negative,understate,auto
zaostrzać,ADJ,negative,negative,exacerbating,auto
zaostrzać,VERB,negative,negative,exacerbate;exacerbates,auto
zaostrzenie,NOUN,negative,negative,aggravations;exacerbation;exacerbations,auto
zaostrzyć,ADJ,negative,negative,aggravated;exacerbated,auto
zapadać,VERB,negative,negative,collapses,auto
zapewniać,VERB,positive,positive,assures,auto
zapewnić,ADJ,positive,positive,assured,auto
zapewnić,NOUN,positive,positive,assure;assuring,auto
zapisobierce,NOUN,negative,litigious,legatee,auto
zapobiegawczeć,VERB,negative,uncertainty,precautionary,auto
zapobiegać,VERB,negative,negative,forestall;forestalling;preventing;prevention;prevents;prevent,auto
zaporowo,ADV,negative,constraining,prohibitively,auto
zaporowy,ADJ,negative,constraining,prohibitive,auto
zapowiedzieć,ADJ,negative,negative,unannounced,auto
zapośredniczyć,ADJ,negative,litigious,mediated,auto
zaprzeczać,VERB,negative,negative,contradicts;denies;demurs,auto
zaprzeczyć,ADJ,negative,negative,denied,auto
zaprzeczyć,NOUN,negative,negative,denial;deny;denying,auto
zaprzeczyć,VERB,negative,litigious,demurred,auto
zaprzestacić,VERB,negative,negative,cease,auto
zaprzestany,ADJ,negative,negative,ceased,auto
zaprzestawać,VERB,negative,negative,discontinues,auto
zaprzestać,VERB,negative,negative,ceasing;discontinuing,auto
zapytać,VERB,negative,negative,inquiry,auto
zaradzić,VERB,negative,litigious,remediate,auto
zarzut,NOUN,negative,negative,allegation;allegations;alleges;plea;pleas,auto
zarządzanie,NOUN,negative,negative,mismanage;mismanaging,auto
zarządzać,VERB,negative,negative,mismanages,auto
zaskarżalny,ADJ,negative,negative,indictable,auto
