lemma,pos,sentiment,markedness,n_synsets
sponsoring,VERB,negative,- s,3
spontan,VERB,positive,+ s,2
sporawy,ADV,negative,- s,2
spornie,ADJ,negative,- s,2
sporność,VERB,negative,- m,2
sporny,ADV,negative,- s,6
sportowiec,VERB,positive,+ s,1
sportowość,VERB,positive,+ s,1
sportowy,ADV,positive,+ s,4
spory,ADV,negative,- s,1
sposobnie,ADJ,positive,+ s,1
sposobność,VERB,positive,+ s,1
sposobny,ADV,positive,+ s,2
spostrzegawczość,VERB,positive,+ s,3
spostrzegawczy,ADV,positive,+ s,3
sposób,VERB,positive,+ s,3
sposępniały,ADV,negative,- s,4
spotniały,ADV,negative,- s,2
spotwarzać,NOUN,negative,- s,2
spotwarzyć,NOUN,negative,- s,2
spotęgowany,ADV,negative,- s,2
spowalniać,NOUN,negative,- s,1
spowolnienie gospodarcze,VERB,negative,- m,2
spowolnić,NOUN,negative,- s,1
spowszedniały,ADV,negative,- s,2
spowszednić,NOUN,negative,- s,2
społecznik,VERB,positive,+ s,2
społeczny,ADV,positive,+ s,3
spracowany,ADV,negative,- s,3
spragniony,ADV,negative,- s,3
sprawca,VERB,negative,- s,2
sprawczy,ADV,positive,+ s,1
sprawczyni,VERB,negative,- s,1
sprawdzalność,VERB,positive,+ s,2
sprawdzalny,ADV,positive,+ s,1
sprawdzać się,NOUN,positive,+ s,4
sprawdzian,VERB,positive,+ s,3
sprawdzić się,NOUN,positive,+ s,4
sprawdzony,ADV,positive,+ s,2
sprawiedliwość,VERB,positive,+ s,3
sprawiedliwy,ADV,positive,+ m,5
sprawność,VERB,positive,+ s,6
sprawny,ADV,positive,+ s,16
sprawozdawać,NOUN,positive,+ s,1
sprawozdawczy,ADV,negative,- s,1
sprawozdać,NOUN,positive,+ s,1
sprać,NOUN,negative,- s,9
sprać się,NOUN,positive,+ s,4
sprofesjonalizować,NOUN,positive,+ s,2
sprofesjonalizować się,NOUN,positive,+ s,2
sprokurować,NOUN,negative,- s,5
sprosny,ADV,negative,- s,4
sprostać,NOUN,positive,+ s,2
sprostytuować,NOUN,negative,- s,5
sprośność,VERB,negative,- s,4
sprośny,ADV,negative,- s,4
sprytny,ADV,positive,+ s,3
sprzeczka,VERB,negative,- s,2
sprzedajny,ADV,negative,- m,2
sprzedawalny,ADV,positive,+ s,2
sprzedawać,NOUN,negative,- s,1
sprzedawczyk,VERB,negative,- m,2
sprzedać,NOUN,negative,- s,3
sprzeniewierca,VERB,negative,- m,2
sprzyjający,ADV,positive,+ s,3
sprzyjać,NOUN,positive,+ s,2
sprzykrzyć,NOUN,negative,- s,2
sprzykrzyć się,NOUN,negative,- s,2
sprzymierzeniec,VERB,positive,+ s,2
sprzysiężenie,VERB,negative,- s,2
sprzątać,NOUN,positive,+ s,1
sprzęt,VERB,positive,+ s,1
spróbować,NOUN,positive,+ s,2
spróchniały,ADV,negative,- s,4
sprężyna,VERB,positive,+ s,1
sprężystość,VERB,positive,+ s,4
sprężysty,ADV,positive,+ s,6
spsiały,ADV,negative,- s,9
spurpurowiały,ADV,negative,- s,2
spustoszały,ADV,negative,- s,1
spustoszenie,VERB,negative,- s,5
spójnia,VERB,positive,+ s,2
spójny,ADV,positive,+ s,2
spór,VERB,negative,- s,2
spółczyna,VERB,negative,- s,1
spóźnialski,ADV,negative,- s,1
spóźnialski,VERB,negative,- s,2
spóźnialstwo,VERB,negative,- s,2
spóźnienie,VERB,negative,- s,2
spęd,VERB,negative,- s,1
spłacalność,VERB,positive,+ s,1
spłacalny,ADV,positive,+ s,2
spłowiałość,VERB,negative,- s,2
spłowiały,ADV,negative,- s,2
spłukany,ADV,negative,- s,2
spłycony,ADV,negative,- s,2
squatersi,VERB,negative,- s,1
sracz,VERB,negative,- m,1
sraczka,VERB,negative,- s,2
sraczkowaty,ADV,negative,- s,2
sraka,VERB,negative,- m,2
srać się,NOUN,negative,- m,6
srebrny,ADV,positive,+ s,3
srebrzysty,ADV,positive,+ s,2
sroczka,VERB,positive,+ s,1
srogi,ADV,negative,- s,7
srogość,VERB,negative,- s,5
srom,VERB,negative,- m,2
sromota,VERB,negative,- m,2
sromotny,ADV,negative,- s,3
stabilność,VERB,positive,+ s,2
stabilny,ADV,positive,+ s,6
stachanowiec,VERB,negative,- s,1
stachanowski,ADV,negative,- s,2
staczać,NOUN,negative,- s,4
stado,VERB,negative,- s,2
stagnacja,VERB,negative,- s,1
stagnacyjny,ADV,negative,- s,2
stajnia augiasza,VERB,negative,- s,4
stalinista,VERB,negative,- s,1
stalinowiec,VERB,negative,- s,1
stalować się,NOUN,negative,- s,2
stalowe nerwy,VERB,positive,+ m,2
stalowy,ADV,positive,+ s,3
stan alarmowy,VERB,negative,- m,1
stan depresyjny,VERB,negative,- s,3
stan nietrzeźwości,VERB,negative,- m,1
stan ostrzegawczy,VERB,negative,- s,1
stan terminalny,VERB,negative,- m,1
standard etyczny,VERB,positive,+ s,1
standardowy,ADV,positive,+ s,1
stanowisko,VERB,positive,+ s,1
stapiać,NOUN,positive,+ s,2
stara,VERB,negative,- s,2
stara maleńka,VERB,negative,- s,4
stara malutka,VERB,negative,- s,4
stara panna,VERB,negative,- s,2
stara pudernica,VERB,negative,- m,2
stara wiara,VERB,positive,+ s,1
staranność,VERB,positive,+ s,2
staranny,ADV,positive,+ s,4
starawy,ADV,negative,- s,4
starcie,VERB,negative,- s,2
starczy,ADV,negative,- s,2
stare pudło,VERB,negative,- m,2
starej daty,ADV,negative,- s,1
stareńki,ADV,negative,- s,1
stargować się,NOUN,positive,+ s,2
starokawalerski,ADV,negative,- s,2
starokawalerstwo,VERB,negative,- s,2
staropanieński,ADV,negative,- s,2
staropanieństwo,VERB,negative,- s,2
starowina,VERB,negative,- s,3
staroświecczyzna,VERB,negative,- s,2
staroświeckość,VERB,negative,- s,2
starość,VERB,negative,- s,4
starożytny,ADV,negative,- s,1
starsi,VERB,negative,- s,1
starsza,VERB,negative,- s,2
starszyzna,VERB,positive,+ s,2
staruch,VERB,negative,- s,2
staruszek,VERB,positive,+ s,2
staruszkowie,VERB,positive,+ s,1
stary,ADV,negative,- s,4
stary byk,VERB,negative,- s,2
stary kawaler,VERB,negative,- s,2
stary koń,VERB,negative,- s,2
stary lis,VERB,positive,+ m,2
stary malutki,VERB,negative,- s,4
stary piernik,VERB,negative,- s,2
stary wróbel,VERB,positive,+ m,2
stary wyga,VERB,positive,+ m,2
stary wyżeracz,VERB,positive,+ m,2
starzy,VERB,negative,- m,1
starzyzna,VERB,negative,- s,1
stateczność,VERB,positive,+ s,2
stateczny,ADV,positive,+ s,4
status,VERB,positive,+ s,2
statyczny,ADV,negative,- s,1
stawiać,NOUN,positive,+ s,10
stawiać na nogi,NOUN,positive,+ s,5
stawiać na ostrzu noża,NOUN,negative,- m,2
stawiać się,NOUN,negative,- s,1
stawiać w świetle,NOUN,positive,+ s,1
stałość,VERB,positive,+ s,3
stały,ADV,positive,+ m,2
staż,VERB,positive,+ s,1
stażysta,VERB,negative,- s,1
stek,VERB,negative,- s,3
stentorowy,ADV,positive,+ s,2
sterany,ADV,negative,- s,2
sterać,NOUN,negative,- s,2
stereotyp,VERB,negative,- s,2
stereotypowość,VERB,negative,- s,2
stereotypowy,ADV,negative,- s,2
sterowalny,ADV,positive,+ s,1
sterować,NOUN,negative,- s,2
sterta,VERB,negative,- s,2
sterydowy,ADV,negative,- s,4
sterylnie,ADJ,positive,+ s,3
sterylność,VERB,positive,+ s,2
sterylny,ADV,negative,- s,4
stetryczały,ADV,negative,- s,3
stoczyć,NOUN,negative,- s,4
stoicki,ADV,positive,+ s,4
stokrotny,ADV,positive,+ s,2
stolica,VERB,positive,+ s,1
stonka,VERB,negative,- m,2
stopić,NOUN,positive,+ s,3
stopnieć,NOUN,positive,+ s,2
stopniowy,ADV,positive,+ s,1
stos,VERB,negative,- s,4
stosowalny,ADV,positive,+ s,2
stosowność,VERB,positive,+ s,2
stosowny,ADV,positive,+ s,2
stosunki,VERB,positive,+ s,2
stołek,VERB,negative,- s,2
straceniec,VERB,negative,- m,2
straceńczy,ADV,negative,- m,4
strach,VERB,negative,- s,4
strach na wróble,VERB,negative,- s,2
strachliwie,ADJ,negative,- s,2
strachliwość,VERB,negative,- s,3
strachliwy,ADV,negative,- m,4
stracić,NOUN,negative,- s,1
stracony,ADV,negative,- m,2
straganiarski,ADV,negative,- m,2
strajk głodowy,VERB,negative,- s,2
strapienie,VERB,negative,- s,2
strapiony,ADV,negative,- s,4
straszliwie,ADJ,negative,- s,4
straszliwość,VERB,negative,- m,4
straszliwy,ADV,negative,- m,5
strasznie,ADJ,negative,- s,4
straszno,ADJ,negative,- s,2
straszność,VERB,negative,- m,4
straszny,ADV,negative,- m,7
straszydło,VERB,negative,- m,4
strata,VERB,negative,- m,2
strateg,VERB,negative,- s,1
strategia,VERB,positive,+ s,1
strategiczny,ADV,positive,+ s,4
stratny,ADV,negative,- s,2
stratosferyczny,ADV,positive,+ m,2
straty moralne,VERB,negative,- m,1
strawny,ADV,positive,+ s,4
straż,VERB,positive,+ s,1
straż przyboczna,VERB,positive,+ s,1
strażniczka,VERB,positive,+ s,1
strażnik,VERB,positive,+ s,2
stres,VERB,negative,- s,2
stresogenny,ADV,negative,- s,3
stresor,VERB,negative,- s,2
stresotwórczy,ADV,negative,- s,3
stresowy,ADV,negative,- s,2
stroić,NOUN,positive,+ s,2
strojniś,VERB,negative,- m,2
strojny,ADV,positive,+ s,4
stronniczość,VERB,negative,- s,2
stronniczy,ADV,negative,- s,4
stronność,VERB,negative,- s,2
stronny,ADV,negative,- s,1
stroskany,ADV,negative,- s,4
struchlały,ADV,negative,- s,3
strumień,VERB,positive,+ s,1
strupieszałość,VERB,negative,- m,4
strupieszały,ADV,negative,- s,6
strusi,ADV,negative,- m,2
stryjo,VERB,positive,+ s,2
strzał,VERB,positive,+ s,5
strzał w dziesiątkę,VERB,positive,+ m,2
strzec,NOUN,positive,+ s,10
strzec się,NOUN,negative,- s,2
strzelanina,VERB,negative,- s,2
strzelistość,VERB,positive,+ s,2
strzelisty,ADV,positive,+ s,3
strzęp,VERB,negative,- s,1
strzęp ludzki,VERB,negative,- s,2
strzępek,VERB,negative,- s,1
strzępić gębę,NOUN,negative,- m,2
strzępić jęzor,NOUN,negative,- m,2
strzępić język,NOUN,negative,- m,2
stróż,VERB,positive,+ s,5
strączkowaty,ADV,negative,- s,2
stręczycielstwo,VERB,negative,- m,2
studiować,NOUN,positive,+ s,1
studium,VERB,positive,+ s,1
stujęzyczny,ADV,positive,+ s,2
stuknięcie,VERB,negative,- s,1
stuknięty,ADV,positive,+ s,4
stulejarz,VERB,negative,- s,3
stumanieć,NOUN,negative,- m,4
stuningować,NOUN,positive,+ s,4
stupajka,VERB,negative,- s,2
stuprocentowy,ADV,positive,+ s,4
stwardniały,ADV,positive,+ s,2
stworek,VERB,positive,+ s,1
stworzenie nieboże,VERB,negative,- s,2
stworzonko,VERB,positive,+ s,2
stworzątko,VERB,positive,+ s,3
stwór,VERB,negative,- s,2
stygmatyzacja,VERB,negative,- s,2
stylowy,ADV,positive,+ s,2
stymulant,VERB,positive,+ s,2
stymulować,NOUN,positive,+ s,2
stypendysta,VERB,positive,+ s,2
stypendystka,VERB,positive,+ s,2
styrać,NOUN,negative,- s,4
stóg,VERB,negative,- s,1
stęchły,ADV,negative,- s,7
stękanie,VERB,negative,- s,2
stępiały,ADV,negative,- s,2
stężały,ADV,negative,- s,1
stłoczenie,VERB,negative,- s,2
stłuczka,VERB,negative,- s,2
subiektywizacja,VERB,negative,- s,2
subiektywizm,VERB,negative,- s,3
subiektywność,VERB,negative,- s,3
subiektywny,ADV,negative,- s,2
subletalny,ADV,negative,- m,1
subordynacja,VERB,positive,+ s,2
subtelnie,ADJ,positive,+ s,1
subtelność,VERB,positive,+ s,15
subtelny,ADV,positive,+ s,10
suchar,VERB,negative,- s,2
suchawy,ADV,negative,- s,9
sucho,ADJ,negative,- s,4
suchotniczy,ADV,negative,- m,2
suchutki,ADV,negative,- s,4
suchy,ADV,negative,- s,11
suchy chleb,VERB,negative,- s,3
suczka,VERB,positive,+ s,2
suczy,ADV,negative,- m,4
sugestywność,VERB,positive,+ s,2
sugestywny,ADV,positive,+ s,2
suka,VERB,negative,- m,4
sukces,VERB,positive,+ s,5
sukcesywny,ADV,positive,+ s,1
sukienkowy,ADV,negative,- s,2
sukinsyn,VERB,negative,- m,2
sumienność,VERB,positive,+ s,2
sumienny,ADV,positive,+ s,5
sumo,VERB,negative,- m,2
sumy neapolitańskie,VERB,negative,- s,2
super,ADJ,positive,+ m,2
super,ADV,positive,+ s,5
superatrakcyjny,ADV,positive,+ m,4
superczysty,ADV,positive,+ m,2
superekspresowy,ADV,positive,+ s,5
supergwiazda,VERB,positive,+ m,2
supergwiazdor,VERB,positive,+ m,2
superinteligentny,ADV,positive,+ m,2
superkomfortowy,ADV,positive,+ m,2
superkonto,VERB,positive,+ s,1
superkrytyczny,ADV,negative,- s,5
superlatywny,ADV,positive,+ s,1
superlekki,ADV,positive,+ s,11
superluksusowy,ADV,positive,+ m,2
supermarketowy,ADV,negative,- s,2
supernowość,VERB,positive,+ s,3
superowo,ADJ,positive,+ s,2
superowy,ADV,positive,+ s,10
superpaństwo,VERB,negative,- s,1
superpozytywny,ADV,positive,+ m,8
superprofesjonalny,ADV,positive,+ s,9
superpłaski,ADV,positive,+ s,1
supersportowy,ADV,positive,+ s,2
superszybki,ADV,positive,+ s,2
superszybko,ADJ,positive,+ m,2
superszybkość,VERB,positive,+ m,2
supertajny,ADV,positive,+ s,1
superważny,ADV,positive,+ s,5
superwydajny,ADV,positive,+ m,8
surowość,VERB,positive,+ s,9
surowy,ADV,negative,- s,6
surrealistyczność,VERB,negative,- m,2
surrealistyczny,ADV,negative,- s,2
sutenerstwo,VERB,negative,- m,2
suty,ADV,positive,+ s,4
suwerennie,ADJ,positive,+ s,4
suwerenność,VERB,positive,+ s,4
suwerenny,ADV,positive,+ s,5
swada,VERB,positive,+ s,4
swarliwość,VERB,negative,- m,2
swarliwy,ADV,negative,- s,2
swary,VERB,negative,- s,2
swarzyć,NOUN,negative,- s,2
swarzyć się,NOUN,negative,- s,1
swatać,NOUN,positive,+ s,1
swawolnica,VERB,negative,- s,2
swawolny,ADV,negative,- s,5
sweterek,VERB,positive,+ s,1
swoboda,VERB,positive,+ s,2
swobodny,ADV,positive,+ s,9
swojacki,ADV,positive,+ s,4
swojak,VERB,positive,+ s,2
swojski,ADV,positive,+ s,10
swywolny,ADV,negative,- s,3
swój,ADV,positive,+ s,5
swój,VERB,positive,+ s,2
sybarycki,ADV,negative,- s,6
sybirak,VERB,negative,- s,2
sycić,NOUN,positive,+ s,4
sycący,ADV,positive,+ s,2
syf,VERB,negative,- m,6
syfiasty,ADV,negative,- s,9
syfny,ADV,negative,- s,7
syfon,VERB,negative,- s,1
sygnał alarmowy,VERB,negative,- s,1
sykliwy,ADV,negative,- s,2
sykofant,VERB,negative,- m,2
sylfida,VERB,positive,+ m,2
sylikonowy,ADV,negative,- s,2
symbiotyczny,ADV,positive,+ m,1
symetria,VERB,positive,+ s,1
symetryczny,ADV,positive,+ s,1
symfonia,VERB,positive,+ s,2
symfoniczny,ADV,positive,+ s,1
symonia,VERB,negative,- s,2
sympatia,VERB,positive,+ s,4
sympatyczność,VERB,positive,+ m,4
sympatyczny,ADV,positive,+ s,6
symulant,VERB,negative,- s,2
syndrom,VERB,negative,- s,1
syndrom jerozolimski,VERB,negative,- m,1
syndrom paryski,VERB,negative,- m,1
syndrom sztokholmski,VERB,negative,- m,1
syndykat zbrodni,VERB,negative,- m,2
syneczek mamuni,VERB,negative,- s,2
syneczek mamusi,VERB,negative,- s,2
synek,VERB,positive,+ s,3
synek mamuni,VERB,negative,- s,2
synek mamusi,VERB,negative,- s,2
synekura,VERB,negative,- s,2
synekurzysta,VERB,negative,- m,2
synobójca,VERB,negative,- m,2
synobójstwo,VERB,negative,- m,2
sypać się,NOUN,negative,- s,6
sypiać,NOUN,negative,- s,1
systematyczność,VERB,positive,+ s,2
systematyczny,ADV,positive,+ s,4
systemowy,ADV,positive,+ s,2
sytny,ADV,positive,+ s,2
sytość,VERB,positive,+ s,2
syty,ADV,positive,+ s,6
syzyfowy,ADV,negative,- m,2
szaber,VERB,negative,- s,4
szablon,VERB,negative,- s,2
szablonowość,VERB,negative,- s,2
szablonowy,ADV,negative,- s,2
szabrownictwo,VERB,negative,- m,2
szabrownik,VERB,negative,- m,2
szachraj,VERB,negative,- m,2
szacowność,VERB,positive,+ s,2
szacowny,ADV,positive,+ s,5
szacunek,VERB,positive,+ s,3
szafiasty,ADV,negative,- s,1
szafot,VERB,negative,- s,2
szahid,VERB,negative,- s,2
szajbnięty,ADV,negative,- m,2
szajbus,VERB,negative,- s,2
szajka,VERB,negative,- s,3
szajs,VERB,negative,- s,3
szajsowaty,ADV,negative,- m,2
szalbierczy,ADV,negative,- s,5
szalbierski,ADV,negative,- m,2
szalbierz,VERB,negative,- m,2
szalejowy,ADV,negative,- m,2
szaleniec,VERB,negative,- m,2
szaleć,NOUN,negative,- s,6
szaleńczość,VERB,negative,- m,2
szaleńczy,ADV,negative,- s,6
szaleństwo,VERB,positive,+ m,2
szalikowiec,VERB,negative,- s,3
szalony,ADV,negative,- s,4
szalupa ratunkowa,VERB,positive,+ s,1
szambo,VERB,negative,- m,6
szambowy,ADV,negative,- m,2
szamotanina,VERB,negative,- m,6
szampański,ADV,positive,+ s,2
szanowność,VERB,positive,+ s,2
szanowny,ADV,positive,+ s,2
szansa,VERB,positive,+ s,2
szantan,VERB,negative,- s,1
szantaż,VERB,negative,- s,3
szantażysta,VERB,negative,- m,2
szantrapa,VERB,negative,- m,2
szara eminencja,VERB,positive,+ s,1
szara mysz,VERB,negative,- m,2
szara myszka,VERB,negative,- s,2
szara strefa,VERB,negative,- s,1
szaraczek,VERB,negative,- s,2
szarak,VERB,negative,- m,2
szarawy,ADV,negative,- s,2
szarlatan,VERB,negative,- m,2
szarlatański,ADV,negative,- m,4
szarmancki,ADV,positive,+ s,5
szarmancko,ADJ,positive,+ s,2
szarmanckość,VERB,positive,+ m,2
szarmant,VERB,positive,+ m,2
szarmanteria,VERB,positive,+ m,2
szaro,ADJ,negative,- s,4
szarobury,ADV,negative,- s,2
szarość,VERB,negative,- m,2
szarpanina,VERB,negative,- m,6
szarpanka,VERB,negative,- s,5
szarpidrut,VERB,negative,- m,2
szary,ADV,negative,- s,7
szary koniec,VERB,negative,- s,3
szary rynek,VERB,negative,- s,1
szarzyzna,VERB,negative,- m,2
szatan,VERB,negative,- s,4
szatanista,VERB,negative,- m,2
szatanistyczny,ADV,negative,- s,3
szatański,ADV,negative,- m,4
szatańskość,VERB,negative,- m,2
szaweł,VERB,negative,- m,2
szał,VERB,negative,- m,3
szałaput,VERB,negative,- s,2
szałaputa,VERB,negative,- s,2
szałowy,ADV,positive,+ m,2
szczapa,VERB,negative,- m,2
szczapowaty,ADV,negative,- s,1
szczaw,VERB,negative,- s,2
szczawik,VERB,negative,- m,2
szczebiotliwy,ADV,positive,+ s,6
szczeciniasty,ADV,negative,- s,1
szczegółowo,ADJ,positive,+ s,3
szczegółowość,VERB,positive,+ s,1
szczekanie,VERB,negative,- s,1
szczekać,NOUN,negative,- s,8
szczekliwy,ADV,negative,- s,14
szczeknąć,NOUN,negative,- m,2
szczelność,VERB,positive,+ s,1
szczelny,ADV,positive,+ s,4
szczeniacki,ADV,negative,- m,2
szczeniackość,VERB,negative,- m,2
szczeniactwo,VERB,negative,- m,2
szczeniak,VERB,negative,- m,2
szczeniarnia,VERB,negative,- s,2
szczenięcy,ADV,negative,- s,2
szczepionka,VERB,positive,+ s,2
szczerba,VERB,negative,- s,1
szczerbaty,ADV,negative,- s,3
szczerbić,NOUN,negative,- s,3
szczery,ADV,positive,+ s,6
szczodrobliwość,VERB,positive,+ s,2
szczodrobliwy,ADV,positive,+ s,4
szczodrość,VERB,positive,+ s,2
szczodry,ADV,positive,+ s,10
szczotkować,NOUN,positive,+ s,1
szczuplusieńki,ADV,negative,- s,2
szczuplutki,ADV,negative,- s,4
szczupłość,VERB,positive,+ s,2
szczupły,ADV,positive,+ s,3
szczur,VERB,negative,- m,2
szczurek,VERB,positive,+ s,1
szczurowaty,ADV,negative,- s,4
szczurzy,ADV,negative,- s,4
szczwany,ADV,positive,+ s,1
szczyl,VERB,negative,- m,2
szczyt góry lodowej,VERB,negative,- s,1
szczyt szczytów,VERB,negative,- m,2
szczyt wszystkiego,VERB,negative,- m,2
szczytny,ADV,positive,+ m,2
szczytowy,ADV,positive,+ m,2
szczątek,VERB,negative,- s,2
szczątkowy,ADV,negative,- s,2
szczękliwy,ADV,negative,- s,2
szczęsny,ADV,positive,+ m,2
szczęściarz,VERB,positive,+ m,2
szczęście,VERB,positive,+ m,6
szczęściodajny,ADV,positive,+ m,2
szczęśliwie,ADJ,positive,+ s,7
szczęśliwiec,VERB,positive,+ m,2
szczęśliwość,VERB,positive,+ m,6
szczęśliwy,ADV,positive,+ m,12
szeleszczący argument,VERB,negative,- s,2
szelmostwo,VERB,negative,- m,4
szelmowski,ADV,negative,- s,5
szemranie,VERB,negative,- s,2
szemrany,ADV,negative,- s,2
szeregowy,ADV,negative,- s,1
szerokobiodry,ADV,positive,+ s,1
szewska pasja,VERB,negative,- m,2
sześciogwiazdkowy,ADV,positive,+ s,2
sześciorzędny,ADV,negative,- s,3
szkapa,VERB,negative,- m,2
szkarada,VERB,negative,- m,2
szkaradnik,VERB,negative,- s,5
szkaradność,VERB,negative,- s,3
szkaradny,ADV,negative,- m,4
szkaradziejstwo,VERB,negative,- m,2
szkaradzieństwo,VERB,negative,- m,2
szkaradztwo,VERB,negative,- m,2
szkatuła,VERB,positive,+ s,2
szkielet,VERB,negative,- m,1
szkieletor,VERB,negative,- m,2
szkieletowaty,ADV,negative,- s,4
szklanka,VERB,negative,- s,2
szklany,ADV,negative,- m,2
szklany sufit,VERB,negative,- m,2
szklisty,ADV,negative,- s,2
szkoda,VERB,negative,- m,4
szkodliwość,VERB,negative,- s,2
szkodliwy,ADV,negative,- m,2
szkodnik,VERB,negative,- s,2
szkolarstwo,VERB,negative,- s,3
szkolenie,VERB,positive,+ s,1
szkolić,NOUN,positive,+ s,2
szkolny,ADV,negative,- s,5
szkopski,ADV,negative,- m,2
szkopuł,VERB,negative,- s,2
szkoła,VERB,negative,- s,3
szkrab,VERB,positive,+ s,2
szkrabek,VERB,positive,+ s,2
szkrabik,VERB,positive,+ s,2
szkudnik,VERB,negative,- s,2
szkółkowy,ADV,negative,- s,1
szlaban,VERB,negative,- s,2
szlachciura,VERB,negative,- s,2
szlachetnieć,NOUN,positive,+ m,8
szlachetność,VERB,positive,+ s,4
szlachetny,ADV,positive,+ m,8
szlachtować,NOUN,negative,- m,4
szlag,VERB,negative,- s,2
szlag by to trafił,VERB,negative,- s,2
szlagier,VERB,positive,+ s,1
szlagierowy,ADV,positive,+ s,2
szlagon,VERB,negative,- s,2
szlamowaty,ADV,negative,- s,1
szlifować,NOUN,positive,+ s,2
szloch,VERB,negative,- s,3
szlochać,NOUN,negative,- m,2
szmaciany,ADV,negative,- s,3
szmaciarski,ADV,negative,- m,4
szmaciarz,VERB,negative,- s,8
szmaja,VERB,negative,- s,2
szmalcownik,VERB,negative,- m,2
szmata,VERB,negative,- s,8
szmatławy,ADV,negative,- s,14
szmelc,VERB,negative,- s,3
szmer,VERB,negative,- s,3
szmira,VERB,negative,- s,2
szmirowatość,VERB,negative,- m,2
szmirowaty,ADV,negative,- m,2
szmirus,VERB,negative,- m,2
szmugiel,VERB,negative,- s,5
szmugler,VERB,negative,- m,2
szmuglerz,VERB,negative,- m,2
szmuglować,NOUN,negative,- s,2
sznyt,VERB,positive,+ s,3
szoah,VERB,negative,- s,2
szopa,VERB,negative,- s,2
szopowaty,ADV,negative,- s,3
szorstki,ADV,negative,- s,4
szorstkość,VERB,negative,- m,2
szowinista,VERB,negative,- m,2
szowinistka,VERB,negative,- s,2
szowinistyczny,ADV,negative,- s,3
szowinizm,VERB,negative,- m,2
szpachlować,NOUN,negative,- s,2
szpagatowy,ADV,negative,- s,4
szpan,VERB,negative,- s,2
szpaner,VERB,negative,- m,2
szpanerski,ADV,negative,- s,2
szpanersko,ADJ,negative,- s,2
szpanerstwo,VERB,negative,- m,2
szpanowanie,VERB,negative,- m,2
szpanować,NOUN,negative,- s,2
szpargał,VERB,negative,- s,2
szparki,ADV,positive,+ s,2
szpetny,ADV,negative,- s,7
szpetota,VERB,negative,- s,3
szpieg,VERB,negative,- m,2
szpieg gospodarczy,VERB,negative,- s,2
szpiegostwo,VERB,negative,- m,1
szpiegus,VERB,negative,- m,2
szpilkowaty,ADV,negative,- s,2
szponiasty,ADV,negative,- s,2
szpotawy,ADV,negative,- s,3
szprycha,VERB,positive,+ s,2
sztachać,NOUN,negative,- s,2
sztachać się,NOUN,negative,- s,2
sztachnąć,NOUN,negative,- m,2
sztachnąć się,NOUN,negative,- s,2
sztajmes,VERB,negative,- m,2
sztama,VERB,positive,+ s,2
sztampowość,VERB,negative,- s,3
sztampowy,ADV,negative,- m,2
sztanca,VERB,negative,- s,3
sztorm,VERB,negative,- s,2
sztosik,VERB,positive,+ s,1
sztubacki,ADV,negative,- m,2
sztubackość,VERB,negative,- s,2
sztubactwo,VERB,negative,- s,2
sztuczność,VERB,negative,- s,3
sztuczny,ADV,negative,- s,8
sztuka,VERB,positive,+ s,3
szturchaniec,VERB,negative,- s,2
szturchanina,VERB,negative,- s,2
szturchać,NOUN,negative,- s,3
szturchnięcie,VERB,negative,- s,2
sztyletowy,ADV,negative,- s,2
sztywniacki,ADV,negative,- s,4
sztywniak,VERB,negative,- s,2
sztywny,ADV,negative,- s,14
sztywny jak drewno,ADV,negative,- s,2
szubienicznik,VERB,negative,- m,2
szubrawiec,VERB,negative,- m,2
szubrawstwo,VERB,negative,- m,2
szubrawy,ADV,negative,- s,2
szufladowy,ADV,negative,- s,1
szuja,VERB,negative,- m,2
szuler,VERB,negative,- m,2
szulerka,VERB,negative,- s,5
szulernia,VERB,negative,- s,1
szulerstwo,VERB,negative,- m,2
szum,VERB,negative,- s,4
szum informacyjny,VERB,negative,- s,2
szumek,VERB,negative,- s,2
szumny,ADV,negative,- s,2
szumowina,VERB,negative,- m,2
szurnięty,ADV,negative,- m,2
szusować,NOUN,positive,+ s,2
szwadron śmierci,VERB,negative,- s,3
szwank,VERB,negative,- s,2
szwarcownik,VERB,negative,- m,2
szwargotliwy,ADV,negative,- s,4
szybciuteńki,ADV,positive,+ s,2
szybciutki,ADV,positive,+ s,2
szybkonogi,ADV,positive,+ s,2
szyderca,VERB,negative,- m,2
szyderczo,ADJ,negative,- s,2
szyderczy,ADV,negative,- s,4
szyderstwo,VERB,negative,- s,4
szyk,VERB,positive,+ s,3
szykana,VERB,negative,- m,2
szykany,VERB,negative,- m,2
szykowny,ADV,positive,+ m,4
szympansi,ADV,negative,- m,2
szynkownia,VERB,negative,- s,1
szóstka,VERB,positive,+ s,2
szóstkowy,ADV,positive,+ m,4
sójka,VERB,negative,- s,2
sól w oku,VERB,negative,- m,2
sól ziemi,VERB,positive,+ m,2
sąd doraźny,VERB,negative,- s,1
sądny,ADV,negative,- s,2
sądny dzień,VERB,negative,- m,3
sąsiedzki,ADV,positive,+ s,1
sędziwy,ADV,positive,+ s,2
sęp,VERB,negative,- s,2
sępić,NOUN,negative,- s,6
sępić się,NOUN,negative,- s,2
słabawy,ADV,negative,- s,23
słabeusz,VERB,negative,- s,4
słabiak,VERB,negative,- s,4
słabieńki,ADV,negative,- s,18
słabiuchny,ADV,negative,- s,22
słabiuteńki,ADV,negative,- s,16
